id_pacjenta,imie,nazwisko,pesel,data_urodzenia,telefon,email,id_miejscowosc
84,Robert,Bartłomiejczyk,84536962935,2014-11-27,254107152,kacperprokopczyk@hotmail.com,526
85,Lidia,Woda,79071250589,2004-09-01,929161938,mpiegza@gabinety.org,3733
86,Krzysztof,Banak,82531738551,1939-05-20,618020422,dorota51@o2.pl,9528
87,Dawid,Feret,97210101168,1937-02-17,636501983,lmiskowiec@interia.pl,316
88,Adrian,Kacperczyk,83207460533,1937-10-17,152391672,samsonmaurycy@hotmail.com,8229
89,Krystian,Aleksiejuk,94906530012,2006-08-03,975210252,justynalyjak@yahoo.com,8370
90,Piotr,Wajdzik,02296789824,1954-03-06,518425958,szarugaaurelia@spoldzielnia.pl,8401
91,Maksymilian,Tabisz,77572411179,1954-03-29,312863406,pieszaksara@interia.pl,265
92,Rozalia,Kutnik,09021460662,2014-05-02,646647521,matenkotobiasz@hotmail.com,969
93,Kamila,Downar,86652503997,1964-10-25,231106441,ldietrich@ulfik.com,6886
94,Anna Maria,Garczarek,04135762734,1953-08-23,729642542,yduc@halka-majorek.pl,2154
95,Jacek,Koral,97001835011,2004-07-13,041196935,yjezyk@yahoo.com,7314
96,Angelika,Mytych,37937024460,1936-09-21,288530061,jhajduga@onet.pl,7645
97,Marek,Samulak,17655736882,2015-09-25,582201056,idawiec@interia.pl,5060
98,Przemysław,Golda,10877048045,1951-03-23,595470576,janina33@gmail.com,3307
99,Julianna,Szarzec,72497504940,2007-08-02,077219599,eliza32@fundacja.com,6750
100,Sandra,Beśka,25530019921,1969-02-18,076744329,smotersylwia@onet.pl,2772
101,Elżbieta,Szkatuła,01634364236,1940-02-22,730162544,ustempniak@gmail.com,9292
102,Jacek,Ograbek,33813315364,2011-05-30,204860941,hanryszard@onet.pl,7999
103,Aniela,Fitrzyk,85718200421,1996-04-19,405195321,gszalast@o2.pl,196
104,Anastazja,Kukuczka,22347513101,1978-05-26,210296681,gabriel26@interia.pl,6416
105,Maurycy,Bujko,40213147569,2011-04-02,450487908,ctuzimek@gabinety.org,1063
106,Karol,Doroszuk,25221383073,1980-09-07,598669135,eliza06@gmail.com,4543
107,Arkadiusz,Sołek,82431658436,2011-09-16,443591400,bbryzek@onet.pl,3996
108,Oliwier,Picheta,53788378572,1967-04-14,131239966,marcelinawalus@niecko.com,7904
109,Ada,Moniuszko,78074844048,1982-06-04,327050980,xzysk@yahoo.com,8204
110,Julianna,Przeklasa,00473772217,1992-06-30,204567691,kalinapielka@grzelczyk.com,2568
111,Józef,Kmak,07597112414,1972-09-12,859917080,hdlubak@onet.pl,275
112,Rafał,Styn,58216303951,1976-12-22,099569219,xbittner@onet.pl,7859
113,Andrzej,Wszoła,37117942032,1941-04-22,376265031,wojtiukeliza@stuglik.com,6050
114,Kacper,Kłósek,40093830440,1964-04-10,595341775,rafalolma@fpuh.com,9853
115,Jeremi,Józefczak,25582736102,2019-05-10,335725260,karina47@plizga.pl,632
116,Oliwier,Świątkiewicz,25512873731,1950-03-09,524111185,palakolgierd@wawrzyn.net,540
117,Borys,Andryszczyk,01088533106,1961-10-20,424781833,juliangruchot@interia.pl,5393
118,Mariusz,Fiołek,16957014951,2003-02-20,092099638,kopytojedrzej@stowarzyszenie.com,1020
119,Alan,Zimoń,65444722653,1995-05-02,979571478,kolberkonstanty@poleszak.pl,6082
120,Józef,Siarkiewicz,08818757940,2022-06-06,793630595,bernatowiczalan@spoldzielnia.pl,3769
121,Marianna,Magryta,72395404581,1967-02-03,021011907,kielbowiczkacper@o2.pl,8692
122,Stanisław,Waraksa,48011894903,1975-12-08,733929640,mamanowicz@hotmail.com,2327
123,Oskar,Małocha,07081285821,1941-08-05,012630680,nelaraszkiewicz@o2.pl,4071
124,Tymon,Gabryel,35025862771,2015-08-03,309620780,anastazja36@onet.pl,6992
125,Borys,Trybus,84933290464,1965-02-21,717044055,ostafinoskar@fundacja.com,5994
126,Aleksander,Słysz,32311272701,2020-07-07,814094406,kaja20@grupa.net,505
127,Anita,Buszta,80528040381,1998-12-14,718096259,zwojcik@onet.pl,5391
128,Ewelina,Skowyra,64696472980,2018-03-26,282340515,gustawsztuczka@gmail.com,7917
129,Wojciech,Brząkała,86269537838,1974-09-07,849972639,marcin66@o2.pl,5661
130,Szymon,Opalach,89944107621,1947-12-21,130728204,rozalia04@o2.pl,7003
131,Marcel,Kazimierczuk,06167152026,2020-11-12,993254114,nataniellament@yahoo.com,294
132,Rafał,Hutyra,63547326915,1929-06-20,831577201,grzegorzbyra@praczyk-dziarmaga.pl,9491
133,Aurelia,Perka,19310739644,2002-05-24,258908104,nikodembobik@hotmail.com,1448
134,Ignacy,Wydrych,35449009506,1942-05-15,625284682,olaflatacz@gmail.com,6200
135,Kamila,Jeske,38962177675,1966-11-28,348388889,pwota@yahoo.com,2572
136,Tomasz,Zbroszczyk,98814642785,1972-04-13,338104648,klinmieszko@fundacja.com,9021
137,Leonard,Cąkała,79969939372,1937-09-06,364403130,ikrasa@o2.pl,5831
138,Oliwier,Kozar,81321787577,1996-07-29,597392497,damanowicz@madura.pl,3802
139,Piotr,Grzebyk,15658815295,2001-11-19,456640749,wysotajakub@interia.pl,4861
140,Michał,Rząd,18178501951,1927-10-19,923577235,cezaryrychert@o2.pl,575
141,Eryk,Kiełbik,49828337483,1975-08-23,979814091,arkadiuszszwaja@yahoo.com,6842
142,Daniel,Zgoła,31755773212,1982-09-26,386514564,kalina26@interia.pl,4084
143,Marcel,Wajer,95888228411,1988-10-21,958938956,kapralmelania@spoldzielnia.com,894
144,Malwina,Dymarczyk,02170293493,2019-11-29,117867730,piotrkniec@interia.pl,6924
145,Nikodem,Dobroń,00643310786,1999-11-02,461834226,maturaigor@slonka.pl,5637
146,Stanisław,Kondej,28896418543,1969-03-15,940795131,jerzypilka@dziurdzia.net,2456
147,Michał,Budner,57669332739,1938-03-03,928341941,dariusz43@hampel.net,9065
148,Inga,Kasiak,95983859070,1955-08-25,432955661,krystian46@spoldzielnia.com,8987
149,Kaja,Labudda,16645760166,1982-04-01,206715835,zkapciak@o2.pl,6884
150,Oskar,Dziczek,42244310660,1928-03-29,426105381,dpindor@hotmail.com,6159
151,Robert,Podsiadła,98952984402,1980-07-24,914462334,ksawery75@gabinety.pl,2723
152,Krzysztof,Kacperczyk,57713203222,1978-03-23,276408869,leon56@futyma.org,9285
153,Borys,Gronkiewicz,35175393063,2009-04-07,127073333,bmiechowicz@uroda-joszko.com,8841
154,Wojciech,Frost,69519339784,1938-09-21,061061881,hubertbugiel@o2.pl,3851
155,Emil,Dunal,78941503630,1952-02-20,511775273,kafeljulianna@o2.pl,5824
156,Nataniel,Langier,36951734703,1968-09-03,081704355,kjosko@onet.pl,3084
157,Justyna,Tomalak,56674720165,1936-11-27,158763194,ernest28@o2.pl,7049
158,Grzegorz,Kulus,94878614851,1924-10-15,963516473,mmaras@gmail.com,2769
159,Stanisław,Wiza,62757966399,2019-06-06,565074291,malonradoslaw@hotmail.com,8409
160,Nela,Bakiera,34413951975,1925-11-28,938487122,tymoteuszlindner@gabinety.pl,5896
161,Roksana,Kowalak,42087111974,1992-11-20,786826213,kajetanluc@fpuh.pl,2195
162,Maciej,Siemieniec,86128479883,2012-07-27,790867194,umaruszczak@fpuh.com,8359
163,Gaja,Karkocha,25645790355,1944-02-14,738927350,dagmara97@o2.pl,7327
164,Oskar,Sadowy,78026515192,2012-12-31,685388059,nela52@interia.pl,4335
165,Kamila,Lenda,30301223458,2009-10-24,971506447,ernest85@o2.pl,204
166,Ksawery,Przerwa,51619615622,1932-12-21,142125952,franciszeksamol@fundacja.pl,1029
167,Robert,Malarczyk,92863416688,1955-09-18,563387816,bondyrarobert@o2.pl,8796
168,Maurycy,Klyta,85225954118,1972-02-02,635999561,ladniakpatryk@spoldzielnia.com,983
169,Natasza,Żach,83092936475,1955-10-17,943855609,kursasylwia@onet.pl,4175
170,Nicole,Posmyk,53871754057,1994-03-22,348435240,rkolonko@onet.pl,9124
171,Alan,Pachołek,81669028663,1952-10-13,968641096,mapostel@fundacja.pl,8166
172,Gabriel,Gabryszak,44414389217,1971-10-19,774761095,tymoteuszczulak@interia.pl,9423
173,Adam,Pierzak,83390775378,1937-10-26,538679502,angelikamisztela@hotmail.com,8445
174,Damian,Wielgo,55176181202,1979-01-15,592661973,marcinsmagacz@fundacja.com,1717
175,Miłosz,Bidas,44847523079,2018-05-06,817287666,aleksanderpompa@gmail.com,6404
176,Cyprian,Zdancewicz,69817684352,1926-07-14,834886349,justyna37@interia.pl,9202
177,Liwia,Mądro,01405839159,1970-10-02,862240539,tobiasz00@ppuh.net,9940
178,Iwo,Owczarczak,08169714986,1937-12-20,260805634,albert46@gmail.com,5586
179,Ignacy,Kryza,75785147877,2016-01-03,079897327,dubelstanislaw@spoldzielnia.com,7524
180,Gaja,Twardosz,99063726358,2021-04-11,058007030,dmiszkiewicz@wojtczuk-amanowicz.pl,8259
181,Sara,Kosowicz,95069147526,1925-02-16,591672316,agnieszkaswigon@ppuh.org,2879
182,Tymoteusz,Szałkiewicz,47367064232,1955-02-19,971565653,daniel73@halat-chachula.pl,7810
183,Bartek,Duczek,09581095921,2024-02-02,092086738,spacura@gmail.com,7209
184,Natasza,Siwczak,30607938445,2017-09-11,947774651,wardzalasonia@sztaba-kryszczuk.pl,401
185,Kalina,Bereś,16861449862,1930-06-11,223715322,wojciech44@grupa.pl,8783
186,Nicole,Bytner,38058756574,1976-05-26,278414556,ddrozdziel@yahoo.com,8402
187,Apolonia,Jaroch,26681050141,1959-07-04,288913464,ksaweryprzewozna@onet.pl,4658
188,Fabian,Drewnik,90393082542,1983-01-14,638324024,anastazja61@onet.pl,4877
189,Maurycy,Wolańczyk,42015580057,1962-07-14,177235106,anielamiasko@onet.pl,3735
190,Tobiasz,Bryczek,36020517323,1939-05-26,362095908,ywaluk@fundacja.net,8800
191,Iwo,Powałka,23771467006,1945-02-25,595055687,sonia45@ppuh.pl,7757
192,Marcin,Zmuda,44512682995,2005-09-17,700410358,krystian61@gmail.com,5371
193,Melania,Wojtanowicz,58591946980,2002-10-28,900694650,sebastian27@interia.pl,7846
194,Bartek,Droździel,56060671150,1977-05-27,794678890,bojarczuknataniel@spoldzielnia.net,9558
195,Róża,Flaga,64447214984,1926-02-06,812093775,hbisaga@gabinety.pl,3497
196,Maksymilian,Grodek,47078995269,1935-08-07,210037849,gawliczekstanislaw@o2.pl,3258
197,Józef,Bartel,56533034109,1975-03-06,632279859,malyszekprzemyslaw@stowarzyszenie.pl,6992
198,Aleksander,Dyś,93934657157,1966-01-06,351387537,koselaksawery@gabinety.com,142
199,Inga,Czerner,66618420283,1928-09-27,542911506,kornel80@hotmail.com,6237
200,Konstanty,Dawidczyk,72144424879,1974-01-02,409423507,iwo43@yahoo.com,1489
201,Łukasz,Kostera,89591886002,2021-10-04,105162415,nelagregorowicz@ppuh.com,7376
202,Tadeusz,Piotrkowicz,32195618773,2002-06-17,887901866,lewadam@onet.pl,5481
203,Karina,Mleczek,49696412007,1984-10-15,707094668,fidleralex@grupa.com,8648
204,Maks,Drop,62988212766,1930-09-24,537999629,justynawiszowaty@fundacja.com,5160
205,Stefan,Szyguła,21569939421,1975-02-07,002187713,qchmara@wielgos.org,8631
206,Maurycy,Gebauer,60263752661,1987-11-21,550420962,kamyszekelzbieta@yahoo.com,1652
207,Tola,Kopiczko,90133134399,1972-11-13,178999081,jwysota@onet.pl,1089
208,Adrian,Uss,56895584503,1987-05-02,904923380,srozmiarek@o2.pl,5593
209,Fabian,Słomiany,16863458293,1931-01-17,388315041,marcelinatylka@gabinety.pl,1938
210,Tobiasz,Wyciszkiewicz,29118632247,1982-12-12,589802676,jozefmozdzierz@o2.pl,3979
211,Urszula,Joszko,24491537420,2018-07-14,167668552,sonia06@gmail.com,787
212,Maksymilian,Pszczółka,92296891110,2003-02-06,996341547,nalazekada@interia.pl,5250
213,Jakub,Domek,17065985681,2014-05-01,733041303,opierz@fpuh.pl,3638
214,Gaja,Klaja,45905691131,1959-03-17,641875510,akanarek@yahoo.com,3432
215,Eryk,Miros,60764923662,1928-12-18,076609221,kgalat@hotmail.com,9112
216,Józef,Pompa,17884298030,1966-03-03,895675136,julitadziadkowiec@interia.pl,3942
217,Damian,Bortkiewicz,57748295177,1929-11-05,745575060,cmazepa@onet.pl,6450
218,Tadeusz,Lemanowicz,15078452086,2008-09-28,236529362,hfrycz@yahoo.com,1206
219,Artur,Wojtiuk,53890728760,1954-11-09,954209245,antonikazirod@kajstura.com,7439
220,Adrianna,Dybaś,52684034182,1978-05-31,900210768,crejmer@o2.pl,1864
221,Albert,Trepczyk,89879363772,1946-04-12,943634624,oroskosz@gmail.com,6358
222,Nicole,Ładziak,78430254273,1986-04-25,568021262,sorokodamian@grupa.pl,1092
223,Urszula,Hojka,73145321344,1935-11-15,183553005,grzegorz82@gmail.com,5033
224,Filip,Sterna,69937400004,1943-02-09,968147687,ignacy11@onet.pl,8429
225,Blanka,Szczepan,55920719907,1988-05-21,411167488,paweldybiec@fundacja.com,8816
226,Nicole,Kunka,67909485254,1936-06-23,342120101,esuchojad@onet.pl,5132
227,Sandra,Strama,10254273564,1980-12-23,095380146,capalaleon@kultys-galeza.org,1101
228,Aleksander,Żakiewicz,98002615952,2015-06-28,135401697,gabriel83@ppuh.com,2841
229,Leon,Mazanek,33385951877,1992-05-14,054816584,semikanita@gmail.com,1758
230,Adrianna,Wojtyna,19094603341,1970-05-06,992562729,ofaryna@wereda-wolff.com,8482
231,Wiktor,Gromala,04682121016,2005-09-15,682147310,aleksanderrobaszkiewicz@ppuh.com,2774
232,Robert,Płócienniczak,44593602077,2025-02-19,700432376,norbert56@onet.pl,1273
233,Damian,Fidor,14980346133,1943-05-02,870839546,psych@kluczek.com,2570
234,Adrianna,Pietrak,24449583653,1934-12-15,823135925,maurycy49@seweryniak-obarzanek.com,5995
235,Liwia,Koloch,37097405367,2014-12-14,962598598,olaf94@gabinety.com,8422
236,Ada,Tasarz,03207072026,1981-11-12,755300008,stefan69@gmail.com,4786
237,Melania,Lepak,08336664254,1948-09-21,075089516,ryszard73@onet.pl,6527
238,Jakub,Peda,20915958490,1937-08-21,285893964,wsygut@yahoo.com,937
239,Piotr,Gołas,61130313147,1952-01-17,913412346,hmik@gabinety.pl,4630
240,Anastazja,Leśna,64560493700,1939-11-03,232042513,ziecikkonstanty@chachula.pl,7302
241,Arkadiusz,Dziób,83657328138,2013-07-09,379913818,tkloska@fpuh.pl,5280
242,Fabian,Powązka,35126325351,1951-04-26,875685725,pzyrek@fpuh.com,5135
243,Roksana,Meler,91598932247,1924-08-20,167036109,ekertigor@fundacja.com,929
244,Franciszek,Domoń,88553760855,2003-09-17,558943030,laszczykmieszko@onet.pl,3807
245,Urszula,Kozubal,38997471358,2021-03-12,421413592,julian66@hotmail.com,9308
246,Rafał,Matyjas,95873596532,1942-12-17,591638043,yberes@hotmail.com,3810
247,Krystyna,Kupś,39169377521,1946-06-28,950368357,przeniosloemil@o2.pl,7550
248,Karol,Sporek,75037108177,1947-04-20,292921416,ukrauz@interia.pl,570
249,Adrian,Pospiech,60556533839,1955-05-27,888952839,dagmara24@grupa.pl,1180
250,Bartek,Sibiga,33642518985,1931-01-22,621587935,iwo28@o2.pl,2622
251,Blanka,Neska,83063178376,1924-08-28,945807943,mikolajbastek@ppuh.net,1188
252,Urszula,Galon,79696785637,1938-05-30,349400955,olaf46@yahoo.com,1926
253,Jędrzej,Thomas,27823181005,1993-12-16,920968600,iwo82@stowarzyszenie.pl,962
254,Jakub,Dzierwa,15038089469,2003-01-31,921971367,hzmarzly@onet.pl,37
255,Bruno,Tusk,01726344500,2005-02-23,590496972,fszalast@stowarzyszenie.net,4278
256,Bartek,Tałaj,86648907563,1977-08-21,923596752,majosleonard@yahoo.com,4473
257,Jakub,Miros,90421710278,1937-05-29,210010733,tolaprochownik@gajzler-samiec.pl,8161
258,Liwia,Burchardt,80654740646,2016-07-28,449809653,lukaszflaga@onet.pl,529
259,Oskar,Łuckiewicz,40287864498,1991-12-22,746273603,damian10@gmail.com,3253
260,Rafał,Żuberek,45342279521,1971-05-30,335497974,borakpatryk@kuziora-calik.com,7493
261,Ignacy,Uziębło,44189258294,1996-11-15,140560712,kusztalaleksander@fpuh.pl,2008
262,Konrad,Świergiel,96126200696,2001-12-31,896237953,zrusnak@yahoo.com,276
263,Emil,Świtaj,23209614425,1950-11-24,039436299,balasdariusz@hotmail.com,577
264,Konstanty,Gierek,23238247333,1929-05-01,245544963,kulmacezary@elias-latoszek.com,1341
265,Grzegorz,Kopyt,62587337220,2019-11-28,259640523,knychmilosz@fpuh.com,8716
266,Oskar,Fidura,70954864165,2023-11-06,746863019,roksanalegowik@onet.pl,6307
267,Lidia,Durlak,87422901494,1984-11-29,378510047,mariuszdela@gmail.com,9287
268,Ewa,Stupak,30588725152,1981-09-15,957050214,bladekkrystyna@ostafin-scieszka.com,9418
269,Maksymilian,Karsznia,12967461575,1933-03-25,745121060,alexmaron@yahoo.com,5515
270,Michał,Rochowiak,48296187911,1942-10-01,742453707,budzenradoslaw@och.org,5381
271,Jacek,Wojciech,19798935110,1934-03-16,684450053,lichonmonika@yahoo.com,7852
272,Aniela,Kęsek,76264104470,1929-03-04,713916169,alex54@interia.pl,3326
273,Oliwier,Drozdowicz,07906946766,1995-03-28,042624167,wasylukmalwina@fpuh.com,8010
274,Juliusz,Franków,60752240473,2019-02-09,181182572,krzysztof71@burczak.net,2270
275,Łukasz,Prażuch,86652665021,1928-12-05,452847393,panicznorbert@syslo.com,5989
276,Angelika,Kidoń,61421521526,2002-09-13,133627770,ebakun@o2.pl,8732
277,Mieszko,Koziarz,62045736559,1953-03-02,059730044,wpiechna@o2.pl,8193
278,Oliwier,Mandrysz,20513071936,1945-03-21,003968478,zwilkos@o2.pl,634
279,Marcin,Midura,56961547632,1952-11-13,513703936,wjeszke@maly.pl,9430
280,Konstanty,Patrzałek,36577665853,2002-12-19,412941078,dominik26@o2.pl,8418
281,Kacper,Strzała,72729502818,1981-03-17,121661027,janina90@zakiewicz-tabis.com,7290
282,Maciej,Armata,28683640663,2007-07-14,227144452,roratmarcelina@gmail.com,931
283,Maciej,Uryga,48600357099,2016-05-07,554336907,natanpioch@paczos.org,4945
284,Gabriel,Przewoźniak,80194024822,2017-03-10,073034703,marcelwezyk@hotmail.com,7701
285,Robert,Kudra,76326543397,2023-11-19,451987859,dorotajargilo@gmail.com,8180
286,Dagmara,Siemieniec,44594117900,1937-01-08,827576478,blazej36@stowarzyszenie.pl,241
287,Jędrzej,Tondera,57052097503,2008-08-07,624834104,dariuszwojcikiewicz@gabinety.com,6105
288,Dariusz,Bulczak,53220839996,1956-02-16,920616629,daniel65@yahoo.com,1148
289,Nicole,Wnuczek,49341091172,1987-11-06,345416519,urszula61@interia.pl,8375
290,Maciej,Czerkies,70180351214,1973-04-20,111781001,mikolaj72@hotmail.com,5796
291,Anastazja,Zawodnik,79844651010,1956-07-06,722989087,julianna35@strojna-szlachcic.com,5362
292,Róża,Bartela,35569295759,1970-12-13,484644442,tadeuszdrazyk@kuska-cecot.pl,8053
293,Justyna,Pietrusiewicz,81589140209,1954-08-02,610000935,radoslaw09@spoldzielnia.com,3940
294,Mariusz,Chaba,79387781989,1941-04-05,851142904,yprzybycien@onet.pl,2923
295,Julita,Mitoraj,07765854091,1999-05-06,572876041,ciapamarcelina@spoldzielnia.com,1651
296,Kajetan,Buk,80373753831,1957-11-18,302243830,piotrzyrek@onet.pl,9932
297,Nikodem,Rok,33072066771,1997-09-16,693073238,cecotjulianna@onet.pl,8847
298,Albert,Stępka,28517316827,1955-06-15,896789910,daniel19@hotmail.com,9589
299,Julianna,Długozima,89698500946,1981-10-21,435972956,nyknicole@giel.org,7110
300,Aleks,Ciepłuch,09422471964,2023-05-25,464809525,mariannasteckiewicz@onet.pl,5567
301,Mateusz,Ważna,68692740164,1932-04-05,091959842,tnalewajek@onet.pl,6666
